Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
2061,City of Wilson,Wilson,6/2/2023,49384,1712647,2491
2062,City of Wilson,Wilson,5/31/2023,49384,728751,0
2063,City of Wilson,Wilson,5/26/2023,49384,2776393,4466
2064,City of Wilson,Wilson,5/23/2023,49384,188343,0
2065,City of Wilson,Wilson,5/19/2023,49384,1324986,0
2066,City of Wilson,Wilson,5/16/2023,49384,1168521,0
2067,City of Wilson,Wilson,5/12/2023,49384,383531,0
2068,City of Wilson,Wilson,5/9/2023,49384,191304,0
2069,City of Wilson,Wilson,5/5/2023,49384,257349,0
2070,City of Wilson,Wilson,5/2/2023,49384,270558,0
2071,City of Wilson,Wilson,4/28/2023,49384,5690854,8870
2072,City of Wilson,Wilson,4/25/2023,49384,392933,0
2073,City of Wilson,Wilson,4/21/2023,49384,1940191,2909
2074,City of Wilson,Wilson,4/18/2023,49384,214989,0
2075,City of Wilson,Wilson,4/14/2023,49384,3753516,4542
2076,City of Wilson,Wilson,4/11/2023,49384,3594719,3147
2077,City of Wilson,Wilson,4/7/2023,49384,1441895,2393
2078,City of Wilson,Wilson,4/4/2023,49384,6177409,10306
2079,City of Wilson,Wilson,3/31/2023,49384,165857355,231418
2080,City of Wilson,Wilson,3/28/2023,49384,7208188,11903
2081,City of Wilson,Wilson,3/24/2023,49384,2946982,4954
2082,City of Wilson,Wilson,3/21/2023,49384,4670222,7541
2083,City of Wilson,Wilson,3/17/2023,49384,6683238,10318
2084,City of Wilson,Wilson,3/14/2023,49384,1014292,0
2085,City of Wilson,Wilson,3/10/2023,49384,4653328,7323
2086,City of Wilson,Wilson,3/7/2023,49384,3265925,4724
2087,City of Wilson,Wilson,3/3/2023,49384,9321532,14374
2088,City of Wilson,Wilson,2/28/2023,49384,12307613,18371
2089,City of Wilson,Wilson,2/24/2023,49384,3363891,4610
2090,City of Wilson,Wilson,2/21/2023,49384,9304443,11739
2091,City of Wilson,Wilson,2/17/2023,49384,11823934,12738
2092,City of Wilson,Wilson,2/14/2023,49384,44678949,28913
2093,City of Wilson,Wilson,2/10/2023,49384,21434079,25867
2094,City of Wilson,Wilson,2/7/2023,49384,103365162,109545
2095,City of Wilson,Wilson,2/3/2023,49384,27788542,29862
2096,City of Wilson,Wilson,1/31/2023,49384,51491331,70711
2097,City of Wilson,Wilson,1/27/2023,49384,2501595,2487
2098,City of Wilson,Wilson,1/24/2023,49384,75910311,94406
2099,City of Wilson,Wilson,1/20/2023,49384,13764606,26292
2100,City of Wilson,Wilson,1/18/2023,49384,10957426,20628
2101,City of Wilson,Wilson,1/13/2023,49384,13982996,26248
2102,City of Wilson,Wilson,1/10/2023,49384,53250730,93374
2103,City of Wilson,Wilson,1/6/2023,49384,24641153,41533
2104,City of Wilson,Wilson,1/4/2023,49384,54063093,93541
2105,City of Wilson,Wilson,12/30/2022,49384,73392355,130624
2106,City of Wilson,Wilson,12/28/2022,49384,51432304,86023
2107,City of Wilson,Wilson,12/23/2022,49384,49496201,87142
2108,City of Wilson,Wilson,12/20/2022,49384,13151052,23829
2109,City of Wilson,Wilson,12/16/2022,49384,16370128,31499
2110,City of Wilson,Wilson,12/13/2022,49384,12507757,25377
2111,City of Wilson,Wilson,12/9/2022,49384,12149210,22937
2112,City of Wilson,Wilson,12/6/2022,49384,12510994,24995
2113,City of Wilson,Wilson,12/2/2022,49384,13853478,23812
2114,City of Wilson,Wilson,11/29/2022,49384,4601993,9055
2115,City of Wilson,Wilson,11/22/2022,49384,3420191,7550
2116,City of Wilson,Wilson,11/18/2022,49384,2403636,4854
2117,City of Wilson,Wilson,11/15/2022,49384,4281782,8923
2118,City of Wilson,Wilson,11/11/2022,49384,136418,0
2119,City of Wilson,Wilson,11/8/2022,49384,2793446,5916
2120,City of Wilson,Wilson,11/4/2022,49384,353069,0
2121,City of Wilson,Wilson,11/1/2022,49384,2553749,5374
2122,City of Wilson,Wilson,10/28/2022,49384,3371250,7306
2123,City of Wilson,Wilson,10/25/2022,49384,29769215,64299
2124,City of Wilson,Wilson,10/21/2022,49384,13517663,30670
2125,City of Wilson,Wilson,10/18/2022,49384,1488690,0
2126,City of Wilson,Wilson,10/14/2022,49384,1130194,0
2127,City of Wilson,Wilson,10/11/2022,49384,20240819,44530
2128,City of Wilson,Wilson,10/7/2022,49384,5938178,12455
2129,City of Wilson,Wilson,10/4/2022,49384,6478691,12196
2130,City of Wilson,Wilson,9/30/2022,49384,1577257,3464
2131,City of Wilson,Wilson,9/27/2022,49384,7150087,16308
2132,City of Wilson,Wilson,9/23/2022,49384,7107641,15176
2133,City of Wilson,Wilson,9/20/2022,49384,16558245,38031
2134,City of Wilson,Wilson,9/16/2022,49384,4208675,8660
2135,City of Wilson,Wilson,9/13/2022,49384,11582428,20094
2136,City of Wilson,Wilson,9/9/2022,49384,415434,0
2137,City of Wilson,Wilson,9/7/2022,49384,12329156,26325
2138,City of Wilson,Wilson,9/2/2022,49384,7036090,14387
2139,City of Wilson,Wilson,8/30/2022,49384,20839056,45538
2140,City of Wilson,Wilson,8/26/2022,49384,10777208,21271
2141,City of Wilson,Wilson,8/23/2022,49384,17201261,33847
2142,City of Wilson,Wilson,8/19/2022,49384,12987619,27372
2143,City of Wilson,Wilson,8/16/2022,49384,10049104,19864
2144,City of Wilson,Wilson,8/12/2022,49384,13864598,24744
2145,City of Wilson,Wilson,8/9/2022,49384,22082223,45655
2146,City of Wilson,Wilson,8/5/2022,49384,8949504,17744
2147,City of Wilson,Wilson,8/2/2022,49384,58953481,73739
2148,City of Wilson,Wilson,7/29/2022,49384,18198944,35864
2149,City of Wilson,Wilson,7/26/2022,49384,18278956,39221
2150,City of Wilson,Wilson,7/22/2022,49384,669117,0
2151,City of Wilson,Wilson,7/19/2022,49384,10805606,20946
2152,City of Wilson,Wilson,7/15/2022,49384,8138796,13012
2153,City of Wilson,Wilson,7/12/2022,49384,32069016,48088
2154,City of Wilson,Wilson,7/8/2022,49384,12964544,26263
2155,City of Wilson,Wilson,7/6/2022,49384,11205227,26198
2156,City of Wilson,Wilson,7/1/2022,49384,9431114,21250
2157,City of Wilson,Wilson,6/28/2022,49384,8537679,19961
2158,City of Wilson,Wilson,6/24/2022,49384,7348597,15742
2159,City of Wilson,Wilson,6/21/2022,49384,6112015,11456
2160,City of Wilson,Wilson,6/17/2022,49384,6407830,14241
2161,City of Wilson,Wilson,6/14/2022,49384,4199703,8923
2162,City of Wilson,Wilson,6/10/2022,49384,7602762,16023
2163,City of Wilson,Wilson,6/7/2022,49384,692690,0
2164,City of Wilson,Wilson,6/3/2022,49384,1952994,3969
2165,City of Wilson,Wilson,6/1/2022,49384,11951849,26791
2166,City of Wilson,Wilson,5/27/2022,49384,3022977,6250
2167,City of Wilson,Wilson,5/24/2022,49384,347078,0
2168,City of Wilson,Wilson,5/20/2022,49384,11318975,25372
2169,City of Wilson,Wilson,5/17/2022,49384,15374390,32403
2170,City of Wilson,Wilson,5/13/2022,49384,143250,0
2171,City of Wilson,Wilson,5/10/2022,49384,2249307,4373
2172,City of Wilson,Wilson,5/6/2022,49384,1646376,3269
2173,City of Wilson,Wilson,5/3/2022,49384,153271,0
2174,City of Wilson,Wilson,4/29/2022,49384,2169922,4472
2175,City of Wilson,Wilson,4/26/2022,49384,775959,0
2176,City of Wilson,Wilson,4/22/2022,49384,1846777,3437
2177,City of Wilson,Wilson,4/19/2022,49384,3070885,6250
2178,City of Wilson,Wilson,4/15/2022,49384,1134455,2000
2179,City of Wilson,Wilson,4/12/2022,49384,5579035,10053
2180,City of Wilson,Wilson,4/8/2022,49384,1137641,0
2181,City of Wilson,Wilson,4/5/2022,49384,160559,0
2182,City of Wilson,Wilson,4/1/2022,49384,173995,0
2183,City of Wilson,Wilson,3/29/2022,49384,166252,0
2184,City of Wilson,Wilson,3/25/2022,49384,186749,0
2185,City of Wilson,Wilson,3/22/2022,49384,183561,0
2186,City of Wilson,Wilson,3/18/2022,49384,198592,0
2187,City of Wilson,Wilson,3/15/2022,49384,224099,0
2188,City of Wilson,Wilson,3/11/2022,49384,186293,0
2189,City of Wilson,Wilson,3/8/2022,49384,2150099,3750
2190,City of Wilson,Wilson,3/4/2022,49384,179006,0
2191,City of Wilson,Wilson,3/1/2022,49384,2176186,3536
2192,City of Wilson,Wilson,2/25/2022,49384,6197502,9788
2193,City of Wilson,Wilson,2/22/2022,49384,6277081,10198
2194,City of Wilson,Wilson,2/18/2022,49384,4323858,6529
2195,City of Wilson,Wilson,2/15/2022,49384,8997074,12772
2196,City of Wilson,Wilson,2/11/2022,49384,18407433,22612
2197,City of Wilson,Wilson,2/8/2022,49384,15036251,24799
2198,City of Wilson,Wilson,2/4/2022,49384,10680787,16432
2199,City of Wilson,Wilson,2/1/2022,49384,14469722,21354
2200,City of Wilson,Wilson,1/28/2022,49384,48866773,66755
2201,City of Wilson,Wilson,1/25/2022,49384,88832274,110057
2202,City of Wilson,Wilson,1/22/2022,49384,70159902,90000
2203,City of Wilson,Wilson,1/19/2022,49384,51934311,52440
2204,City of Wilson,Wilson,1/14/2022,49384,51909456,82991
2205,City of Wilson,Wilson,1/11/2022,49384,51826957,0
2206,City of Wilson,Wilson,12/29/2021,49384,56695269,114319
2207,City of Wilson,Wilson,12/24/2021,49384,1593301,2739
2208,City of Wilson,Wilson,12/21/2021,49384,10395174,16743
2209,City of Wilson,Wilson,12/17/2021,49384,5030458,10974
2210,City of Wilson,Wilson,12/14/2021,49384,12296811,25875
2211,City of Wilson,Wilson,12/10/2021,49384,8790754,14684
2212,City of Wilson,Wilson,12/7/2021,49384,11829224,26471
2213,City of Wilson,Wilson,12/3/2021,49384,5314198,11478
2214,City of Wilson,Wilson,11/30/2021,49384,5481833,11979
2215,City of Wilson,Wilson,11/23/2021,49384,1149921,0
2216,City of Wilson,Wilson,11/19/2021,49384,308770,0
2217,City of Wilson,Wilson,11/16/2021,49384,3556200,8197
2218,City of Wilson,Wilson,11/13/2021,49384,995472,0
2219,City of Wilson,Wilson,11/9/2021,49384,1400687,3102
2220,City of Wilson,Wilson,11/5/2021,49384,788924,0
2221,City of Wilson,Wilson,11/2/2021,49384,5380995,11250
2222,City of Wilson,Wilson,10/29/2021,49384,705283,0
2223,City of Wilson,Wilson,10/26/2021,49384,5524320,12711
2224,City of Wilson,Wilson,10/22/2021,49384,6749390,14799
2225,City of Wilson,Wilson,10/19/2021,49384,4370839,10164
2226,City of Wilson,Wilson,10/12/2021,49384,5298457,11113
2227,City of Wilson,Wilson,10/8/2021,49384,3705187,8043
2228,City of Wilson,Wilson,10/5/2021,49384,17892111,38455
2229,City of Wilson,Wilson,10/1/2021,49384,4905465,10062
2230,City of Wilson,Wilson,9/28/2021,49384,15571062,32764
2231,City of Wilson,Wilson,9/24/2021,49384,8135518,11979
2232,City of Wilson,Wilson,9/21/2021,49384,6322555,12497
2233,City of Wilson,Wilson,9/17/2021,49384,18572942,39592
2234,City of Wilson,Wilson,9/14/2021,49384,30206155,62750
2235,City of Wilson,Wilson,9/10/2021,49384,13711260,25812
2236,City of Wilson,Wilson,9/8/2021,49384,61076598,120000
2237,City of Wilson,Wilson,9/3/2021,49384,48785333,83964
2238,City of Wilson,Wilson,8/31/2021,49384,37721372,66144
2239,City of Wilson,Wilson,8/24/2021,49384,25207299,34873
2240,City of Wilson,Wilson,8/21/2021,49384,5810040,6093
2241,City of Wilson,Wilson,8/18/2021,49384,56510512,66238
2242,City of Wilson,Wilson,8/14/2021,49384,1178515,0
2243,City of Wilson,Wilson,8/11/2021,49384,31149013,34496
2244,City of Wilson,Wilson,8/7/2021,49384,623427,0
2245,City of Wilson,Wilson,8/4/2021,49384,6146827,7391
2246,City of Wilson,Wilson,7/28/2021,49384,4975931,4770
2247,City of Wilson,Wilson,7/24/2021,49384,1267100,0
2248,City of Wilson,Wilson,7/21/2021,49384,274658,0
2249,City of Wilson,Wilson,7/17/2021,49384,196770,0
2250,City of Wilson,Wilson,7/14/2021,49384,2931186,4000
2251,City of Wilson,Wilson,7/10/2021,49384,289233,0
2252,City of Wilson,Wilson,7/7/2021,49384,7714362,13491
2253,City of Wilson,Wilson,7/3/2021,49384,898912,0
2254,City of Wilson,Wilson,6/30/2021,49384,6271796,9811
2255,City of Wilson,Wilson,6/26/2021,49384,212028,0
2256,City of Wilson,Wilson,6/23/2021,49384,3644502,5123
2257,City of Wilson,Wilson,6/19/2021,49384,3903879,5339
2258,Crooked Creek,Union,9/5/2023,17000,3141815,11110
2259,Crooked Creek,Union,9/2/2023,17000,2978442,8360
2260,Crooked Creek,Union,8/29/2023,17000,325767,0
2261,Crooked Creek,Union,8/26/2023,17000,1886020,8470
2262,Crooked Creek,Union,8/22/2023,17000,563357,0
2263,Crooked Creek,Union,8/19/2023,17000,4041471,16500
2264,Crooked Creek,Union,8/15/2023,17000,1859077,0
2265,Crooked Creek,Union,8/8/2023,17000,291476,0
2266,Crooked Creek,Union,8/5/2023,17000,244938,0
2267,Crooked Creek,Union,8/1/2023,17000,46126658,48400
2268,Crooked Creek,Union,7/29/2023,17000,19773816,75900
2269,Crooked Creek,Union,7/25/2023,17000,3834499,11110
2270,Crooked Creek,Union,7/22/2023,17000,17194623,59400
2271,Crooked Creek,Union,7/18/2023,17000,1088993,4180
2272,Crooked Creek,Union,7/15/2023,17000,9190061,30800
2273,Crooked Creek,Union,7/11/2023,17000,21868033,52800
2274,Crooked Creek,Union,7/8/2023,17000,35271021,132000
2275,Crooked Creek,Union,7/4/2023,17000,10331470,40700
2276,Crooked Creek,Union,7/1/2023,17000,8278892,28600
2277,Crooked Creek,Union,6/27/2023,17000,8298487,30800
2278,Crooked Creek,Union,6/24/2023,17000,1388796,2970
2279,Crooked Creek,Union,6/20/2023,17000,1193336,4620
2280,Crooked Creek,Union,6/17/2023,17000,5143691,19250
2281,Crooked Creek,Union,6/13/2023,17000,6929286,25300
2282,Crooked Creek,Union,6/10/2023,17000,9552568,33000
2283,Crooked Creek,Union,6/6/2023,17000,6741174,10890
2284,Crooked Creek,Union,6/3/2023,17000,5497381,19910
2285,Crooked Creek,Union,5/30/2023,17000,36226278,37400
2286,Crooked Creek,Union,5/23/2023,17000,87011650,117700
2287,Crooked Creek,Union,5/20/2023,17000,21015650,72600
2288,Crooked Creek,Union,5/16/2023,17000,41333228,82500
2289,Crooked Creek,Union,5/13/2023,17000,14965690,51700
2290,Crooked Creek,Union,5/9/2023,17000,31503880,119900
2291,Crooked Creek,Union,5/6/2023,17000,9405606,33000
2292,Crooked Creek,Union,5/2/2023,17000,12991493,28600
2293,Crooked Creek,Union,4/29/2023,17000,33507470,26400
2294,Crooked Creek,Union,4/25/2023,17000,3324294,12870
2295,Crooked Creek,Union,4/22/2023,17000,10630294,34100
2296,Crooked Creek,Union,4/18/2023,17000,22632239,77000
2297,Crooked Creek,Union,4/15/2023,17000,5584578,20900
2298,Crooked Creek,Union,4/11/2023,17000,2536084,6820
2299,Crooked Creek,Union,4/8/2023,17000,2606137,8360
2300,Crooked Creek,Union,4/4/2023,17000,7077718,28380
2301,Crooked Creek,Union,4/1/2023,17000,11901520,47300
2302,Crooked Creek,Union,3/28/2023,17000,32716322,40700
2303,Crooked Creek,Union,3/25/2023,17000,40439206,139700
2304,Crooked Creek,Union,3/21/2023,17000,6698065,24860
2305,Crooked Creek,Union,3/18/2023,17000,8406260,36300
2306,Crooked Creek,Union,3/14/2023,17000,9405606,35200
2307,Crooked Creek,Union,3/11/2023,17000,41286690,107800
2308,Crooked Creek,Union,3/7/2023,17000,42011705,147400
2309,Crooked Creek,Union,3/4/2023,17000,14632575,63800
2310,Crooked Creek,Union,2/28/2023,17000,5442515,24200
2311,Crooked Creek,Union,2/25/2023,17000,32606100,140800
2312,Crooked Creek,Union,2/21/2023,17000,5049194,17578
2313,Crooked Creek,Union,2/18/2023,17000,10395399,22231
2314,Crooked Creek,Union,2/14/2023,17000,4146944,8427
2315,Crooked Creek,Union,2/11/2023,17000,3368432,11374
2316,Crooked Creek,Union,2/7/2023,17000,2005837,6773
2317,Crooked Creek,Union,2/4/2023,17000,12769187,24299
2318,Crooked Creek,Union,1/31/2023,17000,12444547,48598
2319,Crooked Creek,Union,1/28/2023,17000,7736111,24816
2320,Crooked Creek,Union,1/24/2023,17000,7155902,28952
2321,Crooked Creek,Union,1/21/2023,17000,13289533,53768
2322,Crooked Creek,Union,1/17/2023,17000,19678731,79618
2323,Crooked Creek,Union,1/14/2023,17000,21916678,58938
2324,Crooked Creek,Union,1/10/2023,17000,2155059,9306
2325,Crooked Creek,Union,1/7/2023,17000,293925,0
2326,Crooked Creek,Union,1/3/2023,17000,42454670,203698
2327,Crooked Creek,Union,12/31/2022,17000,53876485,201630
2328,Crooked Creek,Union,12/20/2022,17000,10250347,36190
2329,Crooked Creek,Union,12/17/2022,17000,33236265,50666
2330,Crooked Creek,Union,12/13/2022,17000,4247954,15510
2331,Crooked Creek,Union,12/10/2022,17000,8675496,24816
2332,Crooked Creek,Union,12/6/2022,17000,6561880,25850
2333,Crooked Creek,Union,12/3/2022,17000,11093030,34122
2334,Crooked Creek,Union,11/29/2022,17000,2139448,9513
2335,Crooked Creek,Union,11/26/2022,17000,10056944,28952
2336,Crooked Creek,Union,11/22/2022,17000,2244854,7755
2337,Crooked Creek,Union,11/19/2022,17000,18373263,62040
2338,Crooked Creek,Union,11/15/2022,17000,3681560,13442
2339,Crooked Creek,Union,11/12/2022,17000,14297990,23782
2340,Crooked Creek,Union,11/8/2022,17000,4190393,14476
2341,Crooked Creek,Union,11/5/2022,17000,2544167,8789
2342,Crowders Creek,Gaston,9/6/2023,28940,710776,4180
2343,Crowders Creek,Gaston,9/2/2023,28940,1787012,5940
2344,Crowders Creek,Gaston,8/29/2023,28940,3470430,14740
2345,Crowders Creek,Gaston,8/22/2023,28940,179852,4421
2346,Crowders Creek,Gaston,8/19/2023,28940,11855862,20402
2347,Crowders Creek,Gaston,8/15/2023,28940,1712194,4421
2348,Crowders Creek,Gaston,8/12/2023,28940,3093459,20402
2349,Crowders Creek,Gaston,8/8/2023,28940,1369755,7480
2350,Crowders Creek,Gaston,8/1/2023,28940,12408369,53900
2351,Crowders Creek,Gaston,7/29/2023,28940,32360461,130900
2352,Crowders Creek,Gaston,7/25/2023,28940,17395313,42900
2353,Crowders Creek,Gaston,7/22/2023,28940,14891769,75900
2354,Crowders Creek,Gaston,7/18/2023,28940,6676117,31900
2355,Crowders Creek,Gaston,7/15/2023,28940,13985313,59400
2356,Crowders Creek,Gaston,7/11/2023,28940,2376928,12980
2357,Crowders Creek,Gaston,7/8/2023,28940,9927846,50600
2358,Crowders Creek,Gaston,7/4/2023,28940,7827171,35200
2359,Crowders Creek,Gaston,7/1/2023,28940,4035885,18150
2360,Crowders Creek,Gaston,6/27/2023,28940,7366749,35200
2361,Crowders Creek,Gaston,6/24/2023,28940,17496030,70400
2362,Crowders Creek,Gaston,6/20/2023,28940,2235924,11550
2363,Crowders Creek,Gaston,6/17/2023,28940,5555277,21450
2364,Crowders Creek,Gaston,6/13/2023,28940,4136602,13750
2365,Crowders Creek,Gaston,6/10/2023,28940,12028521,41800
2366,Crowders Creek,Gaston,6/6/2023,28940,3539493,18040
2367,Crowders Creek,Gaston,6/3/2023,28940,18517591,71500
2368,Crowders Creek,Gaston,5/31/2023,28940,4030705,19140
2369,Crowders Creek,Gaston,5/27/2023,28940,6968197,31900
2370,Crowders Creek,Gaston,5/23/2023,28940,6043037,30800
2371,Crowders Creek,Gaston,5/20/2023,28940,2435344,10010
2372,Crowders Creek,Gaston,5/16/2023,28940,4459905,24530
2373,Crowders Creek,Gaston,5/13/2023,28940,6353821,21120
2374,Crowders Creek,Gaston,5/9/2023,28940,5870378,26400
2375,Crowders Creek,Gaston,5/6/2023,28940,7968175,28600
2376,Crowders Creek,Gaston,5/2/2023,28940,5873256,17270
2377,Crowders Creek,Gaston,4/29/2023,28940,28877945,24200
2378,Crowders Creek,Gaston,4/25/2023,28940,25898728,110000
2379,Crowders Creek,Gaston,4/22/2023,28940,10474597,28600
2380,Crowders Creek,Gaston,4/18/2023,28940,3021518,15400
2381,Crowders Creek,Gaston,4/15/2023,28940,546751,0
2382,Crowders Creek,Gaston,4/11/2023,28940,26934678,52800
2383,Crowders Creek,Gaston,4/7/2023,28940,24172147,66000
2384,Crowders Creek,Gaston,4/4/2023,28940,3766826,13090
2385,Crowders Creek,Gaston,4/1/2023,28940,5801315,21120
2386,Crowders Creek,Gaston,3/28/2023,28940,54905304,116600
2387,Crowders Creek,Gaston,3/26/2023,28940,14215524,57200
2388,Crowders Creek,Gaston,3/21/2023,28940,6014260,20900
2389,Crowders Creek,Gaston,3/14/2023,28940,3263240,15400
2390,Crowders Creek,Gaston,3/11/2023,28940,7381138,25080
2391,Crowders Creek,Gaston,3/7/2023,28940,6992657,29700
2392,Crowders Creek,Gaston,3/4/2023,28940,36560372,84700
2393,Crowders Creek,Gaston,2/28/2023,28940,27910196,116600
2394,Crowders Creek,Gaston,2/25/2023,28940,30517335,111100
2395,Crowders Creek,Gaston,2/21/2023,28940,8313492,23540
2396,Crowders Creek,Gaston,2/18/2023,28940,47653660,101200
2397,Crowders Creek,Gaston,2/15/2023,28940,11158035,34122
2398,Crowders Creek,Gaston,2/11/2023,28940,5794064,21714
2399,Crowders Creek,Gaston,2/8/2023,28940,4282860,16027
2400,Crowders Creek,Gaston,2/4/2023,28940,30632662,52734
2401,Crowders Creek,Gaston,2/1/2023,28940,11604357,34122
2402,Crowders Creek,Gaston,1/28/2023,28940,5004210,10340
2403,Crowders Creek,Gaston,1/26/2023,28940,2239782,7445
2404,Crowders Creek,Gaston,1/21/2023,28940,10116619,35156
